%%MatrixMarket matrix coordinate integer general
%
943	1522	58196
1	1179	1
1	607	1
1	1387	1
1	876	1
1	971	1
1	1437	1
1	545	1
1	1181	1
1	134	1
1	30	1
1	543	1
1	358	1
1	536	1
1	753	1
1	984	1
1	24	1
1	647	1
1	759	1
1	1495	1
1	1402	1
1	219	1
1	1126	1
1	1423	1
1	890	1
1	542	1
1	1099	1
1	867	1
1	745	1
1	49	1
1	106	1
1	273	1
1	1104	1
1	1514	1
1	1112	1
1	327	1
1	176	1
1	15	1
1	324	1
1	179	1
1	1131	1
1	790	1
1	966	1
1	243	1
1	509	1
1	554	1
1	855	1
1	920	1
1	1105	1
1	931	1
1	560	1
1	1233	1
1	608	1
1	349	1
1	1516	1
1	28	1
1	811	1
1	177	1
1	1100	1
1	1326	1
1	1232	1
1	1444	1
1	21	1
1	1211	1
1	12	1
1	845	1
1	672	1
1	758	1
1	916	1
1	1098	1
1	652	1
1	1411	1
1	1018	1
1	1124	1
1	1331	1
1	57	1
1	556	1
1	1519	1
1	1443	1
1	838	1
1	145	1
1	36	1
1	17	1
1	1266	1
1	318	1
1	1377	1
1	1123	1
1	329	1
1	798	1
1	696	1
1	1245	1
1	1237	1
1	642	1
1	1424	1
1	450	1
1	443	1
1	645	1
1	1196	1
1	968	1
1	754	1
1	87	1
1	262	1
1	1520	1
1	1404	1
1	874	1
1	82	1
1	44	1
1	676	1
1	437	1
1	1450	1
1	919	1
1	1511	1
1	548	1
1	972	1
1	1242	1
1	171	1
1	165	1
1	1329	1
2	536	1
2	262	1
2	106	1
2	1169	1
2	770	1
2	1366	1
2	792	1
2	1411	1
2	1124	1
2	165	1
2	417	1
2	1177	1
2	968	1
2	24	1
2	834	1
2	114	1
2	652	1
2	443	1
2	543	1
2	17	1
2	1242	1
2	360	1
2	912	1
2	746	1
2	600	1
2	607	1
2	1232	1
2	1101	1
2	1497	1
2	120	1
2	1401	1
2	983	1
2	1365	1
2	516	1
2	415	1
2	597	1
2	1367	1
2	257	1
2	790	1
2	421	1
2	518	1
2	1262	1
2	1223	1
2	21	1
2	1105	1
2	1520	1
2	1361	1
2	965	1
2	650	1
2	540	1
2	918	1
2	1280	1
2	920	1
2	361	1
2	1099	1
2	852	1
2	19	1
2	459	1
2	1114	1
2	330	1
2	141	1
2	1402	1
2	1301	1
2	124	1
2	93	1
2	36	1
2	1328	1
2	179	1
2	757	1
2	1327	1
2	1026	1
2	178	1
2	1364	1
2	12	1
2	1491	1
2	801	1
2	362	1
2	1378	1
2	1490	1
2	1096	1
2	1474	1
2	1081	1
2	1423	1
2	1429	1
2	552	1
2	867	1
2	1412	1
2	556	1
2	1052	1
2	919	1
2	334	1
2	1424	1
2	1444	1
2	420	1
2	456	1
2	1498	1
2	758	1
2	26	1
2	1472	1
2	545	1
2	750	1
2	1209	1
2	1224	1
2	542	1
2	865	1
2	1266	1
2	44	1
2	1131	1
2	243	1
2	1388	1
2	846	1
2	1123	1
2	554	1
2	1458	1
2	255	1
2	1494	1
2	972	1
2	955	1
2	1240	1
2	15	1
2	164	1
2	845	1
2	151	1
2	279	1
2	1226	1
2	441	1
2	1295	1
2	227	1
2	382	1
2	450	1
2	642	1
2	177	1
2	626	1
2	645	1
2	1249	1
2	1248	1
2	1247	1
2	1038	1
2	1484	1
2	756	1
2	1407	1
2	318	1
2	231	1
2	1408	1
2	1009	1
2	1372	1
2	984	1
2	595	1
3	540	1
3	553	1
3	175	1
3	1209	1
3	1453	1
3	179	1
3	452	1
3	247	1
3	52	1
3	1458	1
3	1329	1
3	912	1
3	241	1
3	1342	1
3	255	1
3	105	1
3	1242	1
3	1343	1
3	439	1
3	723	1
3	920	1
3	293	1
3	1064	1
3	449	1
3	593	1
3	174	1
3	965	1
3	539	1
3	361	1
3	1262	1
3	1092	1
3	166	1
3	318	1
3	1284	1
3	224	1
3	324	1
3	266	1
3	458	1
3	1513	1
3	794	1
3	274	1
3	1297	1
3	1323	1
3	367	1
3	363	1
3	1300	1
3	448	1
3	650	1
3	36	1
3	642	1
3	878	1
3	296	1
3	19	1
3	790	1
3	648	1
3	876	1
3	582	1
3	1182	1
3	652	1
3	428	1
3	51	1
3	543	1
3	1451	1
3	575	1
3	796	1
3	881	1
3	411	1
3	343	1
3	1223	1
3	595	1
3	64	1
3	1193	1
3	1245	1
3	1420	1
3	1346	1
3	219	1
3	368	1
3	1232	1
3	1184	1
3	279	1
3	1396	1
3	645	1
3	1229	1
3	176	1
3	48	1
3	619	1
3	754	1
3	873	1
3	1222	1
3	124	1
3	556	1
3	649	1
3	369	1
3	1437	1
3	1243	1
3	853	1
3	1098	1
3	119	1
3	516	1
3	511	1
3	50	1
3	691	1
3	862	1
3	456	1
3	757	1
3	21	1
4	920	1
4	262	1
4	219	1
4	1266	1
4	450	1
4	877	1
4	319	1
4	1027	1
4	421	1
4	1244	1
4	984	1
4	599	1
4	1437	1
4	1411	1
4	844	1
4	25	1
4	177	1
4	912	1
4	704	1
4	19	1
4	807	1
4	353	1
4	420	1
4	876	1
4	1308	1
4	1450	1
4	174	1
4	108	1
4	449	1
4	49	1
4	28	1
4	1511	1
4	1223	1
4	436	1
4	1402	1
4	1444	1
4	166	1
4	206	1
4	52	1
4	1096	1
4	167	1
4	874	1
4	1195	1
4	1152	1
4	357	1
4	163	1
4	668	1
4	453	1
4	179	1
4	103	1
4	552	1
4	44	1
4	1323	1
4	629	1
4	221	1
4	343	1
4	878	1
4	124	1
4	1387	1
4	600	1
4	324	1
4	531	1
4	205	1
4	881	1
4	645	1
4	616	1
4	855	1
4	1251	1
4	446	1
4	105	1
4	21	1
4	761	1
4	1106	1
4	875	1
4	850	1
4	563	1
4	20	1
4	546	1
4	754	1
4	358	1
4	1509	1
4	965	1
4	553	1
4	1329	1
4	1254	1
4	1514	1
4	227	1
4	554	1
4	1407	1
4	417	1
4	852	1
4	64	1
4	1184	1
4	165	1
4	274	1
4	370	1
4	862	1
4	369	1
4	540	1
4	12	1
4	459	1
4	673	1
4	642	1
4	1007	1
4	1513	1
4	347	1
4	51	1
4	1388	1
5	343	1
5	544	1
5	178	1
5	49	1
5	1214	1
5	26	1
5	1260	1
5	752	1
5	876	1
5	456	1
5	1420	1
5	409	1
5	918	1
5	597	1
5	435	1
5	745	1
5	324	1
5	450	1
5	649	1
5	236	1
5	228	1
5	124	1
5	506	1
5	839	1
5	877	1
5	751	1
5	994	1
5	179	1
6	778	1
6	161	1
6	13	1
6	1208	1
6	895	1
6	263	1
6	1004	1
6	897	1
6	16	1
6	1402	1
6	691	1
6	1212	1
6	1001	1
6	18	1
7	757	1
7	184	1
7	421	1
7	646	1
7	545	1
7	49	1
7	518	1
7	1090	1
7	44	1
7	881	1
7	1265	1
7	278	1
7	679	1
7	1229	1
7	28	1
7	275	1
7	652	1
7	32	1
7	838	1
7	560	1
7	374	1
7	445	1
7	1324	1
7	318	1
7	543	1
7	322	1
7	873	1
7	414	1
7	851	1
7	708	1
7	1183	1
7	748	1
7	1042	1
7	252	1
7	599	1
7	48	1
7	1111	1
7	1050	1
7	36	1
7	364	1
7	1097	1
7	84	1
7	116	1
7	362	1
7	1493	1
7	15	1
7	524	1
7	540	1
7	1222	1
7	835	1
7	273	1
7	1043	1
7	368	1
7	794	1
7	542	1
7	1305	1
7	1302	1
7	1387	1
7	58	1
7	321	1
7	964	1
7	134	1
7	559	1
7	220	1
7	745	1
7	1436	1
7	347	1
7	1361	1
7	758	1
7	343	1
7	243	1
7	176	1
7	766	1
7	1027	1
7	437	1
7	267	1
7	1509	1
7	1211	1
7	556	1
7	1009	1
7	1331	1
7	382	1
7	1521	1
7	1223	1
7	214	1
7	329	1
7	607	1
7	380	1
7	338	1
7	1326	1
7	1375	1
7	882	1
